Segment,Mapping,Annual_Salary,Gender,Education,Living_Region,Age,Online_Consumer,Online_Service_Preference,AI_Endorsement,AI_Privacy_No_Trust ,AI_Enhance_Experience,AI_Satisfication,AI_Tools_Used _Chatbots,AI_Tools_Used_Virtual_Assistant,AI_Tools_Used_Voice&Photo_Search,Number of AI Tools Used,Payment_Method_Credit/Debit,Payment_Method_COD,Payment_Method_Ewallet,Number of Payment Methods Used,Product_Category_Appliances,Product_Category_Electronics,Product_Category_Groceries,Product_Category_Personal_Care,Product_Category_Clothing,Review Rating,Frequency of Purchases (Days),Previous Purchases,Purchase Amount,AI_Tools Applied,Item Purchased,Category,Size,Color,Season,Shipping Type,Frequency of Purchases
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Highschool Graduate,Metropolitan,Millennials,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,2.9,90,48,86,Yes,Shoes,Footwear,L,Green,Winter,Standard,Quarterly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,1,1,2,0,1,1,2,1,0,0,0,1,2.5,7,25,45,Yes,Dress,Clothing,M,Cyan,Summer,Free Shipping,Weekly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,Masters? Degree,Suburban Areas,Millennials,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,1,1,1,4.7,14,16,27,Yes,Jewelry,Accessories,XL,Olive,Winter,Store Pickup,Fortnightly
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,University Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,0,0,1,1,1,0,1,2,0,1,0,1,1,3.9,14,17,24,Yes,Jewelry,Accessories,M,Maroon,Spring,Standard,Bi-Weekly
Male_Millennials_Rural Areas_Medium,Male_Millennials,Medium,Male,University Graduate,Rural Areas,Millennials,1,1,1,0,1,1,1,1,1,3,1,0,0,1,1,1,0,1,1,4.1,30,9,33,Yes,Backpack,Accessories,M,Turquoise,Spring,Standard,Monthly
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,Highschool Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,1,1,0,2,1,0,0,1,1,1,0,1,0,4.8,90,3,41,Yes,Pants,Clothing,L,Brown,Winter,Next Day Air,Every 3 Months
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,University Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1,0,0,1,3.4,14,22,41,Yes,T-shirt,Clothing,S,Gray,Summer,Free Shipping,Bi-Weekly
Male_Millennials_Suburban Areas_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Suburban Areas,Millennials,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,4.1,90,22,62,Yes,Pants,Clothing,M,Charcoal,Winter,Store Pickup,Quarterly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,4.4,7,40,88,Yes,Pants,Clothing,XL,White,Winter,Express,Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,1,0,1,1,1,1,3,1,1,1,1,1,4.1,7,14,48,Yes,Dress,Clothing,S,Black,Fall,Store Pickup,Weekly
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,Highschool Graduate,Suburban Areas,Millennials,1,0,1,1,1,1,1,1,0,2,1,0,1,2,1,1,0,1,1,4.7,90,3,94,Yes,Blouse,Clothing,S,Magenta,Winter,2-Day Shipping,Every 3 Months
Male_Millennials_Rural Areas_Medium,Male_Millennials,Medium,Male,University Graduate,Rural Areas,Millennials,1,1,1,1,1,1,1,1,0,2,1,0,0,1,1,1,0,0,1,3.3,90,46,98,Yes,Shirt,Clothing,L,Beige,Fall,Store Pickup,Quarterly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,1,0,1,1,0,1,2,1,1,1,1,1,3,90,30,74,Yes,Sneakers,Footwear,M,Olive,Winter,Store Pickup,Every 3 Months
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Doctorate Degree,Metropolitan,Millennials,1,1,1,1,1,1,1,1,0,2,1,1,0,2,0,1,0,1,1,3,30,26,78,Yes,Backpack,Accessories,L,Cyan,Fall,Express,Monthly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Suburban Areas,Millennials,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,1,0,1,1,3.6,14,37,29,Yes,Backpack,Accessories,S,Olive,Fall,Express,Bi-Weekly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,1,3,1,0,0,1,0,0,0,1,1,3.4,90,26,46,Yes,Handbag,Accessories,L,Green,Winter,2-Day Shipping,Every 3 Months
Male_Millennials_Rural Areas_Medium,Male_Millennials,Medium,Male,Doctorate Degree,Rural Areas,Millennials,1,1,1,1,1,1,1,0,0,1,1,1,0,2,1,1,1,0,1,3.9,360,10,79,Yes,Sunglasses,Accessories,M,Indigo,Spring,Standard,Annually
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,3.2,90,41,72,Yes,Jeans,Clothing,M,Peach,Winter,Store Pickup,Every 3 Months
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3.8,30,8,62,Yes,Shirt,Clothing,M,Pink,Winter,Express,Monthly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Metropolitan,Millennials,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,4.1,14,33,51,Yes,Shoes,Footwear,S,Green,Fall,Free Shipping,Fortnightly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,Masters? Degree,Suburban Areas,Millennials,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,3.7,30,30,21,Yes,Belt,Accessories,XL,Charcoal,Winter,Standard,Monthly
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,Doctorate Degree,Suburban Areas,Millennials,1,1,1,0,1,1,1,1,1,3,1,0,0,1,0,1,1,1,1,2.7,30,43,64,Yes,Shorts,Clothing,L,Gray,Summer,Free Shipping,Monthly
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,Masters? Degree,Suburban Areas,Millennials,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,2.9,14,33,22,Yes,Dress,Clothing,L,Purple,Winter,Store Pickup,Fortnightly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,1,1,1,3,1,0,0,1,0,0,0,1,1,2.7,7,28,84,Yes,Shoes,Footwear,M,Pink,Summer,Free Shipping,Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,4.2,14,7,36,Yes,Socks,Clothing,S,Olive,Fall,Standard,Fortnightly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,1,0,0,0,1,1,1,3,1,0,1,2,1,0,0,0,0,3,14,13,26,No,Handbag,Accessories,S,Peach,Winter,Next Day Air,Fortnightly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,0,0,1,1,0,2,0,1,1,2,0,1,1,1,1,4.4,14,49,59,Yes,Sweater,Clothing,M,Silver,Fall,Express,Fortnightly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,Masters? Degree,Metropolitan,Millennials,1,0,1,1,0,1,1,1,0,2,0,1,0,1,0,1,0,0,1,4.7,14,46,65,Yes,Hoodie,Clothing,XL,White,Winter,Express,Fortnightly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Doctorate Degree,Metropolitan,Millennials,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,4.4,90,11,66,Yes,Belt,Accessories,M,Charcoal,Fall,Standard,Quarterly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,Highschool Graduate,Metropolitan,Millennials,1,0,1,1,0,0,1,1,1,3,0,1,0,1,1,1,0,0,1,3.2,14,9,42,Yes,Scarf,Accessories,S,Blue,Summer,Next Day Air,Bi-Weekly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,4.9,360,23,22,Yes,Dress,Clothing,M,Teal,Spring,Express,Annually
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Highschool Graduate,Metropolitan,Millennials,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,2.8,14,6,89,No,Skirt,Clothing,S,Lavender,Fall,Store Pickup,Fortnightly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,Masters? Degree,Metropolitan,Millennials,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,3.7,7,40,97,Yes,Sweater,Clothing,M,Orange,Winter,Standard,Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,3.4,14,19,86,Yes,Sweater,Clothing,L,Silver,Spring,Express,Bi-Weekly
Male_Millennials_Suburban Areas_Medium,Male_Millennials,Medium,Male,Masters? Degree,Suburban Areas,Millennials,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,3.6,7,24,49,Yes,Jacket,Outerwear,XL,Lavender,Fall,Free Shipping,Weekly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,Masters? Degree,Suburban Areas,Millennials,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,3,30,49,30,Yes,Pants,Clothing,XL,Lavender,Winter,Next Day Air,Monthly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,Highschool Graduate,Suburban Areas,Millennials,1,0,1,1,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,3.5,360,30,96,No,Skirt,Clothing,L,Green,Fall,Next Day Air,Annually
Male_Millennials_Rural Areas_Low,Male_Millennials,Low,Male,Doctorate Degree,Rural Areas,Millennials,1,1,1,1,0,1,0,1,0,1,1,1,0,2,0,0,1,0,0,3.8,360,7,39,No,Sneakers,Footwear,L,Yellow,Winter,Standard,Annually
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,1,0,1,1,1,1,1,1,3,1,0,0,1,0,0,0,0,1,2.7,90,26,57,Yes,Hoodie,Clothing,M,Gold,Fall,Standard,Quarterly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,University Graduate,Metropolitan,Millennials,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,4.5,14,23,94,Yes,Scarf,Accessories,L,Beige,Fall,Store Pickup,Fortnightly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,Masters? Degree,Metropolitan,Millennials,1,1,0,1,1,1,1,1,1,3,1,0,0,1,0,1,0,0,0,2.6,90,34,21,Yes,Hat,Accessories,XL,Maroon,Winter,Store Pickup,Quarterly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,1,0,1,1,0,1,1,0,2,1,1,1,3,0,1,0,1,1,4.3,14,50,64,Yes,Blouse,Clothing,M,Peach,Winter,Standard,Fortnightly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2.6,90,14,25,Yes,Belt,Accessories,L,Gray,Spring,Store Pickup,Quarterly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,3.5,14,1,22,Yes,Shirt,Clothing,XL,Gold,Summer,Standard,Bi-Weekly
Male_Millennials_Rural Areas_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Rural Areas,Millennials,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,4.6,90,18,99,Yes,Scarf,Accessories,S,Green,Winter,Standard,Every 3 Months
Male_Millennials_Rural Areas_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Rural Areas,Millennials,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,3.1,90,20,54,Yes,Hat,Accessories,L,Maroon,Winter,Next Day Air,Quarterly
Male_Millennials_Rural Areas_Medium High,Male_Millennials,Medium High,Male,Highschool Graduate,Rural Areas,Millennials,1,1,0,1,1,1,0,0,0,0,1,1,0,2,1,1,1,1,1,3.1,360,50,86,Yes,Sweater,Clothing,M,Gray,Spring,Next Day Air,Annually
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,University Graduate,Metropolitan,Millennials,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,3.7,14,13,39,Yes,Scarf,Accessories,L,Violet,Fall,Next Day Air,Fortnightly
Male_Millennials_Suburban Areas_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Suburban Areas,Millennials,1,0,0,1,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,4.4,90,16,84,Yes,Jacket,Outerwear,S,Maroon,Fall,Store Pickup,Every 3 Months
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,University Graduate,Metropolitan,Millennials,1,0,0,1,1,1,1,0,0,1,1,0,1,2,1,1,0,1,0,4,30,36,88,Yes,Pants,Clothing,L,Red,Summer,Free Shipping,Monthly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,Highschool Graduate,Metropolitan,Millennials,1,1,0,1,1,1,0,0,0,0,1,0,1,2,1,1,0,1,1,4.4,90,11,92,Yes,Sunglasses,Accessories,S,Pink,Fall,Store Pickup,Every 3 Months
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,University Graduate,Suburban Areas,Millennials,1,0,0,1,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,2.8,30,49,42,Yes,Belt,Accessories,L,Green,Fall,Standard,Monthly
Male_Millennials_Suburban Areas_Medium,Male_Millennials,Medium,Male,University Graduate,Suburban Areas,Millennials,1,1,0,1,1,1,1,1,0,2,1,0,0,1,0,0,0,0,0,3.8,90,3,60,Yes,Hoodie,Clothing,L,Purple,Spring,Free Shipping,Quarterly
Male_Millennials_Rural Areas_Medium,Male_Millennials,Medium,Male,University Graduate,Rural Areas,Millennials,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,3.3,90,3,45,Yes,Jacket,Outerwear,M,Blue,Winter,Express,Quarterly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Masters? Degree,Metropolitan,Millennials,1,1,0,0,1,1,1,0,1,2,1,0,0,1,1,1,1,1,1,3,7,10,80,Yes,Jewelry,Accessories,M,Magenta,Spring,2-Day Shipping,Weekly
Male_Millennials_Suburban Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Suburban Areas,Millennials,1,1,0,1,1,0,1,0,0,1,1,0,1,2,0,1,1,0,1,4.7,14,6,80,Yes,Sweater,Clothing,L,Lavender,Spring,Store Pickup,Fortnightly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Highschool Graduate,Metropolitan,Millennials,1,1,0,0,1,1,1,1,0,2,1,0,0,1,1,1,1,1,1,2.5,14,42,76,Yes,Jewelry,Accessories,M,Indigo,Winter,Express,Bi-Weekly
Male_Millennials_Suburban Areas_Medium,Male_Millennials,Medium,Male,University Graduate,Suburban Areas,Millennials,1,1,0,1,1,1,1,1,0,2,1,0,0,1,0,1,0,1,0,4.6,360,32,85,Yes,Sandals,Footwear,M,Silver,Summer,Standard,Annually
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,14,15,91,Yes,Hoodie,Clothing,L,White,Winter,Free Shipping,Bi-Weekly
Male_Millennials_Metropolitan_Medium High,Male_Millennials,Medium High,Male,Doctorate Degree,Metropolitan,Millennials,1,1,0,1,1,1,0,1,1,2,0,1,0,1,1,1,1,1,1,3.9,30,47,95,Yes,Sweater,Clothing,M,Cyan,Summer,2-Day Shipping,Monthly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,3.4,14,3,27,Yes,Dress,Clothing,L,Charcoal,Fall,Free Shipping,Bi-Weekly
Male_Millennials_Rural Areas_Medium,Male_Millennials,Medium,Male,University Graduate,Rural Areas,Millennials,0,1,0,1,1,1,0,0,0,0,1,0,1,2,0,1,0,0,0,4,30,24,61,Yes,Blouse,Clothing,M,Teal,Spring,Express,Monthly
Male_Millennials_Metropolitan_Low,Male_Millennials,Low,Male,Masters? Degree,Metropolitan,Millennials,1,0,0,1,0,0,1,1,0,2,1,1,0,2,1,0,0,0,0,3.7,90,9,55,No,Shoes,Footwear,M,Olive,Spring,Free Shipping,Every 3 Months
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,Masters? Degree,Metropolitan,Millennials,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,3.3,90,23,32,No,T-shirt,Clothing,S,Orange,Winter,Express,Every 3 Months
Male_Millennials_Rural Areas_Medium High,Male_Millennials,Medium High,Male,University Graduate,Rural Areas,Millennials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.7,90,9,69,Yes,Pants,Clothing,M,Lavender,Winter,Next Day Air,Quarterly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,1,0,1,0,1,0,0,0,0,1,0,1,2,1,1,0,0,0,4.5,14,3,51,Yes,Socks,Clothing,M,Black,Summer,Store Pickup,Bi-Weekly
Male_Millennials_Metropolitan_High,Male_Millennials,High,Male,Highschool Graduate,Metropolitan,Millennials,1,0,0,0,0,0,1,1,0,2,1,1,1,3,1,1,0,1,0,2.9,14,16,50,No,Hoodie,Clothing,L,Orange,Summer,Express,Bi-Weekly
Male_Millennials_Metropolitan_Medium,Male_Millennials,Medium,Male,University Graduate,Metropolitan,Millennials,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4.3,7,41,62,No,Scarf,Accessories,M,Charcoal,Winter,Free Shipping,Weekly
Male_Millennials_Suburban Areas_High,Male_Millennials,High,Male,Highschool Graduate,Suburban Areas,Millennials,1,1,0,1,0,1,1,1,0,2,1,0,0,1,0,1,0,1,1,2.7,90,9,69,Yes,Pants,Clothing,M,Lavender,Winter,Next Day Air,Quarterly
Prefer 0t to say_Gen Z_Metropolitan_Low,Prefer 0t to say_Gen Z,Low,Prefer 0t to say,University Graduate,Metropolitan,Gen Z,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,4.5,14,3,51,Yes,Socks,Clothing,M,Black,Summer,Store Pickup,Bi-Weekly
